categoria,nombre,precio,precio_transferencia,descripcion,variantes,url
"" ,"Royal Canin Mini Adult +8 x 1 kg.","Precio sin impuestos
                            : $0,00","$16.200,00 Precio sin impuestos $13.388,43 $15.390,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos mayores a 8 años. Caracteristicas: Royal Canin Mini Adult 8+ es un alimento para perros maduros de razas pequeñas a partir de los 8 años de e","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-adult-8-x-1-kg/"
"" ,"Royal Canin Mini Adult +8 x 3 kg.","Precio sin impuestos
                            : $0,00","$48.700,00 Precio sin impuestos $40.247,93 $46.265,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos mayores a 8 años. Caracteristicas: Royal Canin Mini Adult 8+ es un alimento para perros maduros de razas pequeñas a partir de los 8 años de e","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-adult-8-x-3-kg/"
"" ,"Royal Canin Mini Adult x 1 kg.","Precio sin impuestos
                            : $0,00","$16.900,00 Precio sin impuestos $13.966,94 $16.055,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos. Caracteristicas: Ayuda a mantener un peso saludable en perros de talla pequeña, cubriendo sus elevadas necesidades energéticas, gracias al a","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-adult-x-1-kg/"
"" ,"Royal Canin Mini Adult x 3 kg.","Precio sin impuestos
                            : $0,00","$45.800,00 Precio sin impuestos $37.851,24 $43.510,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos. Caracteristicas: Ayuda a mantener un peso saludable en perros de talla pequeña, cubriendo sus elevadas necesidades energéticas, gracias al a","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-adult-x-3-kg/"
"" ,"Royal Canin Mini Dermaconfort x 3 kg.","Precio sin impuestos
                            : $0,00","$48.200,00 Precio sin impuestos $39.834,71 $45.790,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos razas pequeñas con piel sensible. Caracteristicas: Los perros con piel sensible reaccionan a los irritantes dietéticos, estacionales y ambien","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-dermaconfort-x-3-kg/"
"" ,"Royal Canin Mini Puppy x 15 kg.","Precio sin impuestos
                            : $0,00","$170.100,00 Precio sin impuestos $140.578,51 $161.595,00 con Transferencia o depósito bancario 💰","PROMO DISPONIBLE HASTA AGOTAR STOCK DESCRIPCION : Alimento balanceado seco Para perros cachorros. Caracteristicas: Mientras crece, su cachorro experimenta grandes cambios y nuevos descubrimientos. Dur","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-junior-x-15-kg/"
"" ,"Royal Canin Mini Puppy x 3 kg.","Precio sin impuestos
                            : $0,00","$47.700,00 Precio sin impuestos $39.421,49 $45.315,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros cachorros. Caracteristicas: Mientras crece, su cachorro experimenta grandes cambios y nuevos descubrimientos. Durante este periodo clave, el sistema ","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-puppy-x-3-kg/"
"" ,"Royal Canin Mini Puppy x 7.5 kg","Precio sin impuestos
                            : $0,00","$94.600,00 Precio sin impuestos $78.181,82 $89.870,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco para perros cachorros. Caracteristicas: Mientras crece, su cachorro experimenta grandes cambios y nuevos descubrimientos. Durante este periodo clave, el sistema ","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-puppy-x-7-5-kg/"
"" ,"Royal Canin Mini Starter x 1 kg.","Precio sin impuestos
                            : $0,00","$17.400,00 Precio sin impuestos $14.380,17 $16.530,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros cachorros finalizando periodo de lactancia Caracteristicas: Alimento completo para perros - Para la perra de raza pequeña (de 1 a 10 kg) y sus cachor","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-starter-x-1-kg/"
"" ,"Royal Canin Mini Starter x 3 kg.","Precio sin impuestos
                            : $0,00","$51.100,00 Precio sin impuestos $42.231,40 $48.545,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros cachorros finalizando periodo de lactancia Caracteristicas: Alimento completo para perros - Para la perra de raza pequeña (de 1 a 10 kg) y sus cachor","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-starter-x-3-kg/"
"" ,"Royal Canin Mini Weight Care x 3 kg.","Precio sin impuestos
                            : $0,00","$51.400,00 Precio sin impuestos $42.479,34 $48.830,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos de talla pequeña con sobre peso. Caracteristicas: Un elevado contenido de proteínas* (3%) ayuda a mantener la masa muscular y un bajo conteni","","https://lamascoteranoa.com.ar/productos/royal-canin-mini-weight-care-x-3-kg/"
"" ,"Royal Canin Mother & Babycat 34 x 0.4 kg.","Precio sin impuestos
                            : $0,00","$13.000,00 Precio sin impuestos $10.743,80 $12.350,00 con Transferencia o depósito bancario 💰","Alimento seco para gatitos en su primera etapa de crecimiento (de 1 a 4 meses de edad) y durante el período de destete. Tambien indicado para gatas gestantes o en período de lactancia.","","https://lamascoteranoa.com.ar/productos/royal-canin-mother-babycat-34-x-0-4-kg/"
"" ,"Royal Canin Mother & Babycat 34 x 1.5 kg.","Precio sin impuestos
                            : $0,00","$42.000,00 Precio sin impuestos $34.710,74 $39.900,00 con Transferencia o depósito bancario 💰","Alimento seco para gatitos en su primera etapa de crecimiento (de 1 a 4 meses de edad) y durante el período de destete. Tambien indicado para gatas gestantes o en período de lactancia.","","https://lamascoteranoa.com.ar/productos/royal-canin-mother-babycat-34-x-1-5-kg/"
"" ,"Royal Canin Ovejero Aleman Adulto x 12 kg.","Precio sin impuestos
                            : $0,00","$131.500,00 Precio sin impuestos $108.677,69 $124.925,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros avejeros alemanes en etapa adulta.. Caracteristicas: Alimento para perros adultos de raza Ovejero Alemán, a partir de los 15 meses de edad. Royal Can","","https://lamascoteranoa.com.ar/productos/royal-canin-ovejero-aleman-adulto-x-12-kg/"
"" ,"Royal Canin Ovejero Aleman Junior x 12 kg.","Precio sin impuestos
                            : $0,00","$145.200,00 Precio sin impuestos $120.000,00 $137.940,00 con Transferencia o depósito bancario 💰","Alimento para perros cachorros de raza Ovejero Alemán. De 2 a 15 meses de edad.","","https://lamascoteranoa.com.ar/productos/royal-canin-ovejero-aleman-junior-x-12-kg/"
"" ,"Royal Canin Perro Calm x 2 kg.","Precio sin impuestos
                            : $0,00","$46.200,00 Precio sin impuestos $38.181,82 $43.890,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de uso veterinario Para perros adultos con problemas con problemas de estres y ansiedad. Caracteristicas: Es alimento nutritivo perfectamente equilibrado que est","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-calm-x-2-kg/"
"" ,"Royal Canin Perro Cardiaco x 10 kg.","Precio sin impuestos
                            : $0,00","$151.300,00 Precio sin impuestos $125.041,32 $143.735,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de uso veterinario Para perros adultos con problemas cardiacos. Caracteristicas: CARDIAC CANINE es un alimento formulado para perros, destinado a ayudar a la fun","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-cardiaco-x-10-kg/"
"" ,"Royal Canin Perro Cardiaco x 2 kg.","Precio sin impuestos
                            : $0,00","$43.400,00 Precio sin impuestos $35.867,77 $41.230,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de uso vetertinario Para perros adultos con problemas cardiacos. Caracteristicas: CARDIAC CANINE es un alimento formulado para perros, destinado a ayudar a la fu","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-cardiaco-x-2-kg/"
"" ,"Royal Canin Perro Diabetico x 10 kg.","Precio sin impuestos
                            : $0,00","$150.800,00 Precio sin impuestos $124.628,10 $143.260,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de uso veterinario Para perros adultos y diabeticos. Caracteristicas: Fórmula específica para ayudar en el manejo de la glucemia posprandial en perros diabéticos","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-diabetico-x-10-kg/"
"" ,"Royal Canin Perro Diabetico x 2 kg.","Precio sin impuestos
                            : $0,00","$44.100,00 Precio sin impuestos $36.446,28 $41.895,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de uso veterinario Para perros adultos y diabeticos. Caracteristicas: Fórmula específica para ayudar en el manejo de la glucemia posprandial en perros diabéticos","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-diabetico-x-2-kg/"
"" ,"Royal Canin Perro Gastrointestinal Adulto x 10 kg.","Precio sin impuestos
                            : $0,00","$129.300,00 Precio sin impuestos $106.859,50 $122.835,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de uso veterinario Para perros adultos con problemas gastrointestinales. Caracteristicas: Fórmula altamente digestible con un aporte equilibrado de fibras, inclu","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-gastrointestinal-adulto-x-10-kg/"
"" ,"Royal Canin Perro Gastrointestinal Adulto x 2 kg","Precio sin impuestos
                            : $0,00","$38.900,00 Precio sin impuestos $32.148,76 $36.955,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de uso veterinario Para perros adultos con problemas gastrointestinales. Caracteristicas: Fórmula altamente digestible con un aporte equilibrado de fibras, inclu","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-gastrointestinal-adulto-x-2-kg1/"
"" ,"Royal Canin Perro Gastrointestinal Junior x 2 kg.","Precio sin impuestos
                            : $0,00","$36.800,00 Precio sin impuestos $30.413,22 $34.960,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros cachorros con problemas gastrointestinales. Caracteristicas: El Alimento Royal Canin Gastrointestinal para Perro Junior, es ideal para los cachorros ","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-gastrointestinal-junior-x-2-kg/"
"" ,"Royal Canin Perro Hepatico x 1.5 kg.","Precio sin impuestos
                            : $0,00","$31.400,00 Precio sin impuestos $25.950,41 $29.830,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos con problemas hepaticos. Caracteristicas: Bajo contenido en cobre, y un incremento en zinc, minimizan la acumulación de cobre en los hepatoci","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-hepatico-x-1-5-kg/"
"" ,"Royal Canin Perro Hepatico x 10 kg.","Precio sin impuestos
                            : $0,00","$145.300,00 Precio sin impuestos $120.082,64 $138.035,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos con problemas hepaticos. Caracteristicas: Bajo contenido en cobre, y un incremento en zinc, minimizan la acumulación de cobre en los hepatoci","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-hepatico-x-10-kg/"
"" ,"Royal Canin Perro Hipoalergenico x 10 kg.","Precio sin impuestos
                            : $0,00","$153.700,00 Precio sin impuestos $127.024,79 $146.015,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de eso veterinario Para perros adultos con problemas hipoalergenicos. Caracteristicas: Proteína hidrolizada con un bajo peso molecular para ayudar a reducir el r","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-hipoalergenico-x-10-kg/"
"" ,"Royal Canin Perro Hipoalergenico x 2 kg.","Precio sin impuestos
                            : $0,00","$46.200,00 Precio sin impuestos $38.181,82 $43.890,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco de eso veterinario Para perros adultos con problemas hipoalergenicos. Caracteristicas: Proteína hidrolizada con un bajo peso molecular para ayudar a reducir el r","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-hipoalergenico-x-2-kg/"
"" ,"Royal Canin Perro Medium Castrados x 7.5 kg.","Precio sin impuestos
                            : $0,00","$70.200,00 Precio sin impuestos $58.016,53 $66.690,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos mediano castrado. Caracteristicas: Luego de la castración el metabolismo de tu perro se enlentece, utiliza menos energía y podés notarlo más ","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-medium-castrados-x-7-5-kg/"
"" ,"Royal Canin Perro Medium Dermaconfort x 10 kg.","Precio sin impuestos
                            : $0,00","$113.500,00 Precio sin impuestos $93.801,65 $107.825,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos con problemas de piel. Caracteristicas: Los perros con piel sensible reaccionan a los irritantes dietéticos, estacionales y ambientales. El r","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-medium-dermaconfort-x-10-kg/"
"" ,"Royal Canin Perro Mini Castrados x 3 kg.","Precio sin impuestos
                            : $0,00","$58.500,00 Precio sin impuestos $48.347,11 $55.575,00 con Transferencia o depósito bancario 💰","DESCRIPCION : Alimento balanceado seco Para perros adultos castrados. Caracteristicas: Alimento completo para perros - Para perros adultos esterilizados de razas pequeñas (de 1 a 10 kg) - A partir de ","","https://lamascoteranoa.com.ar/productos/royal-canin-perro-mini-castrados-x-3-kg/"
